;F-stat;p_values
0;155.52109088935322;0.0
1;255.00887847084348;0.0
2;305.75674745968814;0.0
3;191.37632878306837;0.0
4;332.00415672727917;0.0
5;183.5252221521998;0.0
6;328.9223528376272;0.0
7;138.29538650779332;0.0
8;291.72629799970207;0.0
9;204.44503347130583;0.0
10;718.3226673636482;0.0
11;242.06723479620965;0.0
12;356.4895069346583;0.0
13;402.46844289645753;0.0
14;380.5307007039192;0.0
15;151.19220530902064;0.0
16;106.54260646885301;0.0
17;201.8101205752142;0.0
18;299.8208219476891;0.0
19;297.05059611969506;0.0
20;608.9719809735008;0.0
21;439.3902110343423;0.0
22;309.4107080709615;0.0
23;167.1285798833964;0.0
24;183.27140139293775;0.0
25;284.7074404232385;0.0
26;526.5777344240219;0.0
27;298.3787450876056;0.0
28;116.06228940208335;0.0
29;185.2232560006512;0.0
30;303.75824458375297;0.0
31;81.05873043599287;0.0
32;343.2775409398493;0.0
33;88.26537803038661;0.0
34;280.666727149748;0.0
35;144.41005562713966;0.0
36;403.60863068113713;0.0
37;325.40234904117165;0.0
38;375.65026181267064;0.0
39;551.091236161742;0.0
40;512.2563455844322;0.0
41;140.4434746708721;0.0
42;181.0380750088894;0.0
43;248.8642632226365;0.0
44;233.50730130581582;0.0
45;119.64482934439152;0.0
46;261.36125423260995;0.0
47;186.60880947692095;0.0
48;184.0441102129004;0.0
49;119.93116577810294;0.0
50;300.22643691073034;0.0
51;157.09355453369056;0.0
52;374.04899980102374;0.0
53;331.9117873553517;0.0
54;343.28228419965393;0.0
55;443.04246152947144;0.0
56;400.4152572221465;0.0
57;82.12162054182016;0.0
58;448.42407135129326;0.0
59;178.3931515258527;0.0
60;172.55903119791674;0.0
61;352.99608944769716;0.0
62;359.2510129309988;0.0
63;195.50509712788866;0.0
64;512.5929424567308;0.0
65;266.89696886048995;0.0
66;420.5063341772983;0.0
67;43.882123907223516;2e-323
68;217.5355391951154;0.0
69;166.7992880154944;0.0
70;161.51311435027444;0.0
71;141.12922135261203;0.0
72;249.88315137586528;0.0
73;369.7888997432962;0.0
74;306.92521562413873;0.0
75;190.44687984625827;0.0
76;284.6871538258184;0.0
77;130.5266109336888;0.0
78;457.6434040881395;0.0
79;236.81290186705428;0.0
80;102.58942479407261;0.0
81;332.6221117856902;0.0
82;188.39922667462022;0.0
83;508.7825325482535;0.0
84;414.38848835225286;0.0
85;130.04297001624843;0.0
86;177.18375915344697;0.0
87;392.08316246130363;0.0
88;306.777835797488;0.0
89;285.01274047564635;0.0
90;356.93489542383156;0.0
91;814.3476550421353;0.0
92;409.1684228876808;0.0
93;280.1339117727115;0.0
94;311.42659626600545;0.0
95;113.07899767186917;0.0
96;450.4315329142262;0.0
97;258.78313147712606;0.0
98;245.5411075796913;0.0
99;216.27810487817027;0.0
100;497.6766345229039;0.0
101;264.63274651125397;0.0
102;136.30562160797922;0.0
103;264.1030659935376;0.0
104;252.55301086176289;0.0
105;360.61158378514665;0.0
106;223.8598769317318;0.0
107;527.6787647542991;0.0
108;259.7255975251144;0.0
109;260.2112002998035;0.0
110;93.10532353363824;0.0
111;256.279177703363;0.0
112;133.67452650934;0.0
113;573.4465494639046;0.0
114;201.43618070480557;0.0
115;367.7009321421392;0.0
116;297.6452918716653;0.0
117;173.44762632339746;0.0
118;179.56740922536008;0.0
119;129.34272901901392;0.0
120;324.4124046357606;0.0
121;393.76451858112387;0.0
122;54.5082736104707;0.0
123;177.4220512525129;0.0
124;402.79427165792094;0.0
125;228.99805994274604;0.0
126;159.5709603829127;0.0
127;279.38697623125654;0.0
128;417.9065604237849;0.0
129;378.63353983551093;0.0
130;115.12364035741783;0.0
131;157.76236543883064;0.0
132;363.2455131215547;0.0
133;752.7534108327723;0.0
134;235.46010038593988;0.0
135;378.12713358678167;0.0
136;509.9702440119194;0.0
137;477.0790286508228;0.0
138;129.5737638275782;0.0
139;376.0886600860902;0.0
140;86.77493208714208;0.0
141;475.06982847231035;0.0
142;224.60608628870418;0.0
143;114.35757940107912;0.0
144;198.4729945954195;0.0
145;650.8137524251281;0.0
146;167.89092301917347;0.0
147;105.50058217756634;0.0
148;141.61193344560158;0.0
149;48.65047297978837;0.0
150;164.05063688322667;0.0
151;277.6578326089112;0.0
152;162.2242902032841;0.0
153;119.97884543533765;0.0
154;208.7404163777521;0.0
155;290.9171908532997;0.0
156;288.78234008410845;0.0
157;280.7346102233445;0.0
158;389.30795916175725;0.0
159;198.86936859545392;0.0
160;624.3806927517103;0.0
161;304.9692679986273;0.0
162;240.3963005685506;0.0
163;196.38298286223946;0.0
164;95.4825279738525;0.0
165;541.3188662780369;0.0
166;172.19770392295322;0.0
167;221.67894119980832;0.0
168;228.25784580173675;0.0
169;256.1577359299512;0.0
170;149.6939174020882;0.0
171;251.87316075781484;0.0
172;264.0815424247433;0.0
173;289.00864937131274;0.0
174;173.32658466972444;0.0
175;148.8845351334581;0.0
176;109.35755793121122;0.0
177;246.01771890045745;0.0
178;259.7807825469602;0.0
179;330.5467123871208;0.0
180;156.57976645864963;0.0
181;424.16995304341935;0.0
182;217.90929128679525;0.0
183;191.45138398365822;0.0
184;160.33469269609475;0.0
185;320.93329448105754;0.0
186;240.84878408882543;0.0
187;204.98247642997342;0.0
188;237.20525948704025;0.0
189;229.98230059042092;0.0
190;500.54932656080035;0.0
191;46.2507875592149;0.0
192;468.3139718250528;0.0
193;316.56541406844246;0.0
194;422.31409619774263;0.0
195;674.2327308713182;0.0
196;819.2778162943314;0.0
197;221.2455437932512;0.0
198;247.88094205164813;0.0
199;372.6073172503056;0.0
200;409.59170654877676;0.0
201;150.84590148842094;0.0
202;85.72029509405083;0.0
203;208.5467721087257;0.0
204;174.75106731871892;0.0
205;55.93913176387625;0.0
206;300.1088607058242;0.0
207;269.33720562134357;0.0
208;398.98255265774714;0.0
209;268.2031168884225;0.0
210;252.76685375805187;0.0
211;109.62290332211386;0.0
212;300.11957011729163;0.0
213;447.8637348790658;0.0
214;185.9058317253968;0.0
215;199.95714823201754;0.0
216;498.33577754716765;0.0
217;133.06322631329328;0.0
218;211.73124265068438;0.0
219;133.9725502159376;0.0
220;233.0068680003527;0.0
221;167.21687050387004;0.0
222;301.8892688776653;0.0
223;325.7636036928582;0.0
224;331.7106936160319;0.0
225;220.37302133523468;0.0
226;117.023310593384;0.0
227;135.15028001981864;0.0
228;294.45419091444126;0.0
229;553.5372530683752;0.0
230;187.73428481785106;0.0
231;282.7833562242316;0.0
232;315.03743288251957;0.0
233;534.8155146428882;0.0
234;477.52380838892975;0.0
235;244.3252845502617;0.0
236;375.6918732844443;0.0
237;133.7508011987966;0.0
238;354.36371541027944;0.0
239;136.34445695237622;0.0
240;91.19516188216136;0.0
241;264.8094975671002;0.0
242;159.7088480122086;0.0
243;306.7820701216014;0.0
244;144.76871328346684;0.0
245;177.04034105492747;0.0
246;214.85686151917983;0.0
247;191.20106345298777;0.0
248;121.99276554092386;0.0
249;325.3233937972249;0.0
250;355.94063523455185;0.0
251;325.04838533752655;0.0
252;152.03713892517004;0.0
253;244.6041071819067;0.0
254;318.67012216448535;0.0
255;161.03486447356713;0.0
256;312.81588168555135;0.0
257;214.0290259925129;0.0
258;143.96358029741452;0.0
259;469.97020618507366;0.0
260;263.81625918276677;0.0
261;287.28264618782504;0.0
262;142.46131334195357;0.0
263;493.7212403367605;0.0
264;356.4465406644018;0.0
265;227.14953186801753;0.0
266;262.4310687867894;0.0
267;294.36106739882774;0.0
268;333.8884159462857;0.0
269;34.391365082709875;4.911516532479264e-248
270;230.94188818365265;0.0
271;426.58360176807;0.0
272;415.5734139924691;0.0
273;58.10920887873581;0.0
274;191.34105630909832;0.0
275;321.59472236989546;0.0
276;443.4809247144574;0.0
277;176.61478324324952;0.0
278;442.61261804335714;0.0
279;436.77681429953174;0.0
280;513.2447134952986;0.0
281;746.1400118557557;0.0
282;303.36319594994853;0.0
283;247.35128624145742;0.0
284;295.33503060352723;0.0
285;117.3798828236615;0.0
286;171.85428400951812;0.0
287;306.9998255479304;0.0
288;199.18700337657054;0.0
289;160.84284582421154;0.0
290;277.9377429306072;0.0
291;246.860299781299;0.0
292;307.66784232868736;0.0
293;212.49596960670294;0.0
294;237.0544983076743;0.0
295;585.4502656088868;0.0
296;328.6088891623544;0.0
297;222.2652736722669;0.0
298;173.95499969643987;0.0
299;140.5132936858514;0.0
300;300.75526340653624;0.0
301;139.2753670499723;0.0
302;239.23042288917733;0.0
303;123.15264509454474;0.0
304;343.33836307152694;0.0
305;75.9868554298201;0.0
306;450.6262845435593;0.0
307;500.1352428770256;0.0
308;218.05080979176952;0.0
309;468.9518896622732;0.0
310;126.68449509057123;0.0
311;173.49802857369446;0.0
312;121.84467924015789;0.0
313;124.62024583652557;0.0
314;629.6709452422255;0.0
315;111.82717625716714;0.0
316;298.5341660093346;0.0
317;514.4367856209425;0.0
318;596.4203392595083;0.0
319;298.57719068193927;0.0
320;305.7114754547937;0.0
321;156.57430025823604;0.0
322;182.13104967228094;0.0
323;454.55404351805294;0.0
324;202.25326813824356;0.0
325;151.95332490021258;0.0
326;380.1542546125549;0.0
327;136.4511245958931;0.0
328;89.52029285651419;0.0
329;422.5980848552626;0.0
330;117.32412516874442;0.0
331;95.76211163456536;0.0
332;475.1381020178064;0.0
333;233.2991846243432;0.0
334;370.367250020034;0.0
335;93.31995998780242;0.0
336;206.57997294308385;0.0
337;354.11247126580093;0.0
338;61.83554471030064;0.0
339;241.25147704514873;0.0
340;254.16656557224178;0.0
341;524.2952119777311;0.0
342;619.8189100033137;0.0
343;186.69044243589752;0.0
344;216.1605992007517;0.0
345;368.3503449873323;0.0
346;535.6222610995117;0.0
347;133.29547393527665;0.0
348;424.75247702452276;0.0
349;837.6569213523559;0.0
350;266.91733372775843;0.0
351;257.97130833145707;0.0
352;201.05802786765693;0.0
353;198.20605537155112;0.0
354;665.4398745342924;0.0
355;262.8630440896983;0.0
356;123.42901221245995;0.0
357;369.7340846706685;0.0
358;630.2316491948782;0.0
359;209.86839561442878;0.0
360;427.93183348478624;0.0
361;202.27404029432276;0.0
362;663.6826452137346;0.0
363;359.2582604711803;0.0
364;195.4723903593913;0.0
365;265.3580941542031;0.0
366;370.3381588595699;0.0
367;159.34443437556766;0.0
368;294.4002342490001;0.0
369;480.4007697156006;0.0
370;163.07325484376622;0.0
371;435.11339924974004;0.0
372;72.14955269430011;0.0
373;101.71308551918295;0.0
374;293.294689254036;0.0
375;327.5786146266833;0.0
376;179.98231919110341;0.0
377;214.57841548367867;0.0
378;424.5415292654966;0.0
379;580.2526876807179;0.0
380;333.64728853341217;0.0
381;177.61238405609183;0.0
382;311.45135719309644;0.0
383;533.7372010605351;0.0
384;306.00484651100754;0.0
385;194.99055618313963;0.0
386;179.25333898251824;0.0
387;145.04300659317792;0.0
388;98.78248088439497;0.0
389;472.40986254194564;0.0
390;129.3191642939756;0.0
391;335.771209913115;0.0
392;52.461344873518236;0.0
393;77.54495431202531;0.0
394;248.28102526175928;0.0
395;104.16769426247292;0.0
396;302.3516661116361;0.0
397;334.71092059444186;0.0
