dataset;embs_from_model;task;norm;classifier_config;feature_selection_config;featuresSelected;avg_accuracy_train;weighted_f1_train;micro_f1_train;macro_f1_train;precision_SC_train;recall_SC_train;avg_accuracy_dev;weighted_f1_dev;micro_f1_dev;macro_f1_dev;precision_SC_dev;recall_SC_dev;avg_accuracy_test;weighted_f1_test;micro_f1_test;macro_f1_test;precision_SC_test;recall_SC_test;k_features
7cups;klyang/MentaLLaMA-chat-7B;_all_TopicClassification.csv;2;LINEAR SVC-C:0.001;ANOVA-F...k:10;[['emb407', 'emb906', 'emb2585', 'emb2838', 'emb2985', 'emb3281', 'emb3481', 'emb3634', 'emb3644', 'emb3803']];39.65;31.74;39.65;7.67;10.65;8.49;38.82;31.64;38.82;6.53;8.27;7.55;28.9;21.86;28.9;6.77;12.45;8.16;10.0
7cups;klyang/MentaLLaMA-chat-7B;_all_TopicClassification.csv;2;LINEAR SVC-C:0.001;ANOVA-F...k:50;[['emb91', 'emb133', 'emb196', 'emb349', 'emb407', 'emb666', 'emb711', 'emb899', 'emb906', 'emb921', 'emb949', 'emb989', 'emb1015', 'emb1080', 'emb1209', 'emb1261', 'emb1637', 'emb1889', 'emb1983', 'emb2120', 'emb2212', 'emb2474', 'emb2481', 'emb2585', 'emb2805', 'emb2822', 'emb2838', 'emb2880', 'emb2892', 'emb2922', 'emb2925', 'emb2969', 'emb2985', 'emb3281', 'emb3382', 'emb3407', 'emb3481', 'emb3566', 'emb3634', 'emb3644', 'emb3675', 'emb3689', 'emb3734', 'emb3754', 'emb3803', 'emb3895', 'emb3903', 'emb3964', 'emb4046', 'emb4090']];54.41;49.45;54.41;17.0;27.74;16.47;54.51;50.38;54.51;16.21;22.63;16.1;47.04;41.89;47.04;15.93;23.95;16.21;50.0
7cups;klyang/MentaLLaMA-chat-7B;_all_TopicClassification.csv;2;LINEAR SVC-C:0.001;ANOVA-F...k:100;[['emb10', 'emb91', 'emb133', 'emb195', 'emb196', 'emb281', 'emb349', 'emb407', 'emb456', 'emb512', 'emb666', 'emb711', 'emb799', 'emb811', 'emb866', 'emb899', 'emb906', 'emb921', 'emb949', 'emb989', 'emb1015', 'emb1080', 'emb1170', 'emb1199', 'emb1209', 'emb1261', 'emb1408', 'emb1427', 'emb1475', 'emb1637', 'emb1754', 'emb1763', 'emb1829', 'emb1870', 'emb1889', 'emb1900', 'emb1929', 'emb1983', 'emb2047', 'emb2090', 'emb2103', 'emb2120', 'emb2167', 'emb2212', 'emb2343', 'emb2359', 'emb2420', 'emb2474', 'emb2481', 'emb2554', 'emb2569', 'emb2585', 'emb2805', 'emb2816', 'emb2822', 'emb2838', 'emb2847', 'emb2876', 'emb2879', 'emb2880', 'emb2892', 'emb2917', 'emb2922', 'emb2925', 'emb2969', 'emb2971', 'emb2985', 'emb3013', 'emb3053', 'emb3147', 'emb3250', 'emb3258', 'emb3277', 'emb3281', 'emb3382', 'emb3407', 'emb3454', 'emb3458', 'emb3481', 'emb3566', 'emb3634', 'emb3644', 'emb3666', 'emb3675', 'emb3689', 'emb3734', 'emb3750', 'emb3754', 'emb3768', 'emb3803', 'emb3804', 'emb3875', 'emb3889', 'emb3895', 'emb3903', 'emb3964', 'emb4046', 'emb4072', 'emb4084', 'emb4090']];60.58;56.67;60.58;22.67;36.85;21.33;61.06;57.66;61.06;20.67;27.63;20.85;53.36;49.39;53.36;21.2;35.36;20.6;100.0
7cups;klyang/MentaLLaMA-chat-7B;_all_TopicClassification.csv;2;LINEAR SVC-C:0.001;ANOVA-F...k:200;[['emb10', 'emb20', 'emb91', 'emb133', 'emb145', 'emb160', 'emb195', 'emb196', 'emb281', 'emb314', 'emb318', 'emb342', 'emb349', 'emb354', 'emb358', 'emb362', 'emb407', 'emb426', 'emb456', 'emb510', 'emb512', 'emb538', 'emb579', 'emb580', 'emb666', 'emb711', 'emb723', 'emb766', 'emb770', 'emb799', 'emb811', 'emb828', 'emb831', 'emb849', 'emb866', 'emb867', 'emb899', 'emb906', 'emb921', 'emb949', 'emb989', 'emb1015', 'emb1080', 'emb1153', 'emb1170', 'emb1199', 'emb1205', 'emb1209', 'emb1261', 'emb1361', 'emb1408', 'emb1427', 'emb1475', 'emb1535', 'emb1575', 'emb1602', 'emb1637', 'emb1646', 'emb1666', 'emb1723', 'emb1732', 'emb1738', 'emb1743', 'emb1754', 'emb1763', 'emb1820', 'emb1829', 'emb1849', 'emb1869', 'emb1870', 'emb1889', 'emb1900', 'emb1922', 'emb1929', 'emb1959', 'emb1983', 'emb2012', 'emb2014', 'emb2039', 'emb2047', 'emb2090', 'emb2103', 'emb2105', 'emb2117', 'emb2120', 'emb2127', 'emb2160', 'emb2167', 'emb2175', 'emb2185', 'emb2212', 'emb2256', 'emb2309', 'emb2322', 'emb2343', 'emb2351', 'emb2359', 'emb2363', 'emb2377', 'emb2383', 'emb2407', 'emb2420', 'emb2474', 'emb2481', 'emb2498', 'emb2549', 'emb2554', 'emb2557', 'emb2562', 'emb2569', 'emb2570', 'emb2578', 'emb2579', 'emb2585', 'emb2624', 'emb2706', 'emb2747', 'emb2760', 'emb2774', 'emb2783', 'emb2786', 'emb2799', 'emb2805', 'emb2816', 'emb2822', 'emb2838', 'emb2839', 'emb2847', 'emb2856', 'emb2859', 'emb2866', 'emb2876', 'emb2879', 'emb2880', 'emb2892', 'emb2917', 'emb2922', 'emb2923', 'emb2925', 'emb2939', 'emb2969', 'emb2971', 'emb2985', 'emb2988', 'emb3013', 'emb3050', 'emb3051', 'emb3053', 'emb3072', 'emb3107', 'emb3147', 'emb3173', 'emb3193', 'emb3250', 'emb3258', 'emb3277', 'emb3281', 'emb3307', 'emb3367', 'emb3382', 'emb3403', 'emb3406', 'emb3407', 'emb3438', 'emb3454', 'emb3458', 'emb3479', 'emb3481', 'emb3500', 'emb3506', 'emb3519', 'emb3524', 'emb3566', 'emb3567', 'emb3634', 'emb3644', 'emb3666', 'emb3675', 'emb3689', 'emb3734', 'emb3750', 'emb3754', 'emb3768', 'emb3803', 'emb3804', 'emb3875', 'emb3889', 'emb3895', 'emb3903', 'emb3910', 'emb3934', 'emb3950', 'emb3964', 'emb3999', 'emb4004', 'emb4026', 'emb4046', 'emb4072', 'emb4084', 'emb4090']];64.71;61.69;64.71;28.51;44.11;26.26;64.32;61.65;64.32;25.81;35.91;25.31;57.69;54.77;57.69;26.36;40.34;24.84;200.0
7cups;klyang/MentaLLaMA-chat-7B;_all_TopicClassification.csv;2;LINEAR SVC-C:0.001;ANOVA-F...k:300;[['emb10', 'emb20', 'emb39', 'emb91', 'emb113', 'emb133', 'emb145', 'emb160', 'emb165', 'emb195', 'emb196', 'emb229', 'emb233', 'emb281', 'emb295', 'emb314', 'emb318', 'emb342', 'emb346', 'emb349', 'emb354', 'emb358', 'emb362', 'emb379', 'emb407', 'emb426', 'emb456', 'emb510', 'emb512', 'emb519', 'emb532', 'emb538', 'emb579', 'emb580', 'emb601', 'emb666', 'emb669', 'emb689', 'emb698', 'emb708', 'emb711', 'emb712', 'emb723', 'emb745', 'emb752', 'emb766', 'emb770', 'emb799', 'emb811', 'emb821', 'emb828', 'emb831', 'emb849', 'emb865', 'emb866', 'emb867', 'emb899', 'emb906', 'emb921', 'emb927', 'emb929', 'emb949', 'emb970', 'emb976', 'emb981', 'emb989', 'emb1015', 'emb1058', 'emb1080', 'emb1100', 'emb1153', 'emb1170', 'emb1196', 'emb1199', 'emb1205', 'emb1209', 'emb1225', 'emb1255', 'emb1261', 'emb1266', 'emb1354', 'emb1361', 'emb1372', 'emb1380', 'emb1408', 'emb1420', 'emb1427', 'emb1430', 'emb1447', 'emb1475', 'emb1481', 'emb1516', 'emb1534', 'emb1535', 'emb1538', 'emb1541', 'emb1544', 'emb1559', 'emb1575', 'emb1602', 'emb1629', 'emb1637', 'emb1646', 'emb1666', 'emb1723', 'emb1732', 'emb1738', 'emb1743', 'emb1749', 'emb1754', 'emb1763', 'emb1779', 'emb1782', 'emb1820', 'emb1829', 'emb1849', 'emb1869', 'emb1870', 'emb1889', 'emb1900', 'emb1920', 'emb1922', 'emb1929', 'emb1959', 'emb1983', 'emb2012', 'emb2014', 'emb2039', 'emb2047', 'emb2055', 'emb2090', 'emb2097', 'emb2103', 'emb2105', 'emb2117', 'emb2120', 'emb2127', 'emb2132', 'emb2147', 'emb2160', 'emb2167', 'emb2175', 'emb2185', 'emb2202', 'emb2212', 'emb2256', 'emb2309', 'emb2315', 'emb2322', 'emb2331', 'emb2343', 'emb2350', 'emb2351', 'emb2359', 'emb2363', 'emb2376', 'emb2377', 'emb2383', 'emb2407', 'emb2420', 'emb2444', 'emb2459', 'emb2474', 'emb2481', 'emb2487', 'emb2498', 'emb2534', 'emb2549', 'emb2554', 'emb2557', 'emb2562', 'emb2569', 'emb2570', 'emb2578', 'emb2579', 'emb2585', 'emb2595', 'emb2603', 'emb2614', 'emb2624', 'emb2706', 'emb2719', 'emb2728', 'emb2747', 'emb2760', 'emb2773', 'emb2774', 'emb2783', 'emb2786', 'emb2799', 'emb2805', 'emb2816', 'emb2822', 'emb2838', 'emb2839', 'emb2847', 'emb2848', 'emb2856', 'emb2859', 'emb2866', 'emb2876', 'emb2877', 'emb2879', 'emb2880', 'emb2890', 'emb2892', 'emb2917', 'emb2922', 'emb2923', 'emb2925', 'emb2939', 'emb2968', 'emb2969', 'emb2971', 'emb2981', 'emb2985', 'emb2988', 'emb2994', 'emb3013', 'emb3050', 'emb3051', 'emb3053', 'emb3057', 'emb3065', 'emb3072', 'emb3107', 'emb3139', 'emb3147', 'emb3173', 'emb3181', 'emb3193', 'emb3221', 'emb3250', 'emb3258', 'emb3277', 'emb3281', 'emb3293', 'emb3307', 'emb3313', 'emb3338', 'emb3344', 'emb3367', 'emb3382', 'emb3399', 'emb3403', 'emb3406', 'emb3407', 'emb3438', 'emb3454', 'emb3458', 'emb3479', 'emb3481', 'emb3490', 'emb3500', 'emb3506', 'emb3519', 'emb3524', 'emb3543', 'emb3566', 'emb3567', 'emb3614', 'emb3619', 'emb3634', 'emb3644', 'emb3666', 'emb3673', 'emb3675', 'emb3689', 'emb3706', 'emb3719', 'emb3734', 'emb3750', 'emb3754', 'emb3768', 'emb3803', 'emb3804', 'emb3810', 'emb3835', 'emb3848', 'emb3850', 'emb3875', 'emb3889', 'emb3895', 'emb3903', 'emb3910', 'emb3934', 'emb3939', 'emb3950', 'emb3964', 'emb3968', 'emb3975', 'emb3999', 'emb4004', 'emb4026', 'emb4046', 'emb4056', 'emb4072', 'emb4084', 'emb4087', 'emb4090']];66.49;63.87;66.49;32.08;53.14;29.43;65.76;63.34;65.76;27.53;35.64;27.34;59.67;57.12;59.67;29.9;40.26;27.91;300.0
7cups;klyang/MentaLLaMA-chat-7B;_all_TopicClassification.csv;2;LINEAR SVC-C:0.001;ANOVA-F...k:400;[['emb10', 'emb20', 'emb26', 'emb39', 'emb40', 'emb64', 'emb83', 'emb91', 'emb107', 'emb113', 'emb133', 'emb136', 'emb145', 'emb160', 'emb165', 'emb190', 'emb195', 'emb196', 'emb229', 'emb233', 'emb280', 'emb281', 'emb295', 'emb307', 'emb314', 'emb317', 'emb318', 'emb341', 'emb342', 'emb346', 'emb349', 'emb354', 'emb358', 'emb362', 'emb379', 'emb383', 'emb407', 'emb426', 'emb436', 'emb449', 'emb456', 'emb477', 'emb492', 'emb510', 'emb512', 'emb519', 'emb532', 'emb538', 'emb552', 'emb579', 'emb580', 'emb601', 'emb631', 'emb633', 'emb638', 'emb662', 'emb666', 'emb669', 'emb670', 'emb689', 'emb698', 'emb708', 'emb711', 'emb712', 'emb723', 'emb745', 'emb752', 'emb753', 'emb766', 'emb770', 'emb781', 'emb799', 'emb809', 'emb811', 'emb821', 'emb828', 'emb831', 'emb849', 'emb865', 'emb866', 'emb867', 'emb884', 'emb886', 'emb899', 'emb906', 'emb921', 'emb927', 'emb929', 'emb949', 'emb970', 'emb974', 'emb976', 'emb981', 'emb982', 'emb989', 'emb990', 'emb1012', 'emb1015', 'emb1020', 'emb1025', 'emb1032', 'emb1044', 'emb1058', 'emb1069', 'emb1080', 'emb1099', 'emb1100', 'emb1144', 'emb1153', 'emb1170', 'emb1196', 'emb1199', 'emb1205', 'emb1209', 'emb1225', 'emb1233', 'emb1255', 'emb1261', 'emb1266', 'emb1343', 'emb1354', 'emb1361', 'emb1372', 'emb1380', 'emb1381', 'emb1408', 'emb1420', 'emb1427', 'emb1430', 'emb1447', 'emb1475', 'emb1481', 'emb1490', 'emb1501', 'emb1516', 'emb1520', 'emb1524', 'emb1534', 'emb1535', 'emb1538', 'emb1541', 'emb1544', 'emb1552', 'emb1559', 'emb1565', 'emb1575', 'emb1602', 'emb1629', 'emb1637', 'emb1646', 'emb1666', 'emb1706', 'emb1721', 'emb1723', 'emb1732', 'emb1738', 'emb1741', 'emb1743', 'emb1749', 'emb1754', 'emb1763', 'emb1779', 'emb1782', 'emb1820', 'emb1829', 'emb1849', 'emb1869', 'emb1870', 'emb1889', 'emb1892', 'emb1900', 'emb1920', 'emb1922', 'emb1926', 'emb1929', 'emb1952', 'emb1959', 'emb1983', 'emb1984', 'emb1990', 'emb2012', 'emb2014', 'emb2039', 'emb2047', 'emb2055', 'emb2060', 'emb2085', 'emb2090', 'emb2094', 'emb2097', 'emb2103', 'emb2105', 'emb2117', 'emb2120', 'emb2127', 'emb2132', 'emb2147', 'emb2160', 'emb2167', 'emb2175', 'emb2185', 'emb2188', 'emb2202', 'emb2212', 'emb2256', 'emb2309', 'emb2315', 'emb2322', 'emb2331', 'emb2343', 'emb2350', 'emb2351', 'emb2355', 'emb2359', 'emb2363', 'emb2376', 'emb2377', 'emb2383', 'emb2407', 'emb2420', 'emb2444', 'emb2459', 'emb2474', 'emb2481', 'emb2487', 'emb2498', 'emb2507', 'emb2534', 'emb2542', 'emb2549', 'emb2550', 'emb2554', 'emb2557', 'emb2560', 'emb2562', 'emb2569', 'emb2570', 'emb2578', 'emb2579', 'emb2585', 'emb2595', 'emb2603', 'emb2614', 'emb2624', 'emb2631', 'emb2636', 'emb2706', 'emb2719', 'emb2728', 'emb2730', 'emb2747', 'emb2760', 'emb2773', 'emb2774', 'emb2783', 'emb2786', 'emb2799', 'emb2803', 'emb2804', 'emb2805', 'emb2816', 'emb2822', 'emb2838', 'emb2839', 'emb2841', 'emb2847', 'emb2848', 'emb2856', 'emb2859', 'emb2866', 'emb2876', 'emb2877', 'emb2879', 'emb2880', 'emb2881', 'emb2890', 'emb2891', 'emb2892', 'emb2917', 'emb2922', 'emb2923', 'emb2925', 'emb2936', 'emb2939', 'emb2959', 'emb2968', 'emb2969', 'emb2971', 'emb2981', 'emb2985', 'emb2988', 'emb2994', 'emb3013', 'emb3050', 'emb3051', 'emb3053', 'emb3057', 'emb3063', 'emb3065', 'emb3072', 'emb3107', 'emb3139', 'emb3147', 'emb3173', 'emb3181', 'emb3193', 'emb3221', 'emb3248', 'emb3250', 'emb3253', 'emb3258', 'emb3277', 'emb3281', 'emb3293', 'emb3304', 'emb3307', 'emb3313', 'emb3326', 'emb3338', 'emb3344', 'emb3362', 'emb3367', 'emb3382', 'emb3385', 'emb3399', 'emb3403', 'emb3406', 'emb3407', 'emb3438', 'emb3452', 'emb3454', 'emb3458', 'emb3479', 'emb3481', 'emb3490', 'emb3500', 'emb3506', 'emb3519', 'emb3524', 'emb3543', 'emb3566', 'emb3567', 'emb3578', 'emb3580', 'emb3594', 'emb3610', 'emb3611', 'emb3613', 'emb3614', 'emb3615', 'emb3619', 'emb3634', 'emb3639', 'emb3644', 'emb3666', 'emb3673', 'emb3675', 'emb3689', 'emb3705', 'emb3706', 'emb3719', 'emb3734', 'emb3750', 'emb3754', 'emb3768', 'emb3803', 'emb3804', 'emb3809', 'emb3810', 'emb3831', 'emb3835', 'emb3848', 'emb3850', 'emb3875', 'emb3889', 'emb3895', 'emb3902', 'emb3903', 'emb3910', 'emb3931', 'emb3934', 'emb3938', 'emb3939', 'emb3950', 'emb3955', 'emb3964', 'emb3968', 'emb3975', 'emb3999', 'emb4004', 'emb4012', 'emb4025', 'emb4026', 'emb4046', 'emb4056', 'emb4072', 'emb4084', 'emb4087', 'emb4090', 'emb4095']];67.71;65.34;67.71;35.29;62.8;31.96;66.32;64.07;66.32;29.85;40.21;29.13;60.7;58.42;60.7;31.86;40.8;29.77;400.0
7cups;klyang/MentaLLaMA-chat-7B;_all_TopicClassification.csv;2;LINEAR SVC-C:0.001;ANOVA-F...k:500;[['emb10', 'emb20', 'emb26', 'emb39', 'emb40', 'emb64', 'emb83', 'emb91', 'emb100', 'emb107', 'emb113', 'emb133', 'emb136', 'emb137', 'emb141', 'emb145', 'emb160', 'emb165', 'emb190', 'emb192', 'emb195', 'emb196', 'emb216', 'emb229', 'emb233', 'emb234', 'emb259', 'emb263', 'emb280', 'emb281', 'emb295', 'emb307', 'emb309', 'emb314', 'emb317', 'emb318', 'emb332', 'emb341', 'emb342', 'emb346', 'emb349', 'emb354', 'emb358', 'emb362', 'emb369', 'emb379', 'emb383', 'emb389', 'emb407', 'emb426', 'emb436', 'emb449', 'emb450', 'emb456', 'emb477', 'emb492', 'emb504', 'emb505', 'emb510', 'emb512', 'emb516', 'emb519', 'emb532', 'emb538', 'emb552', 'emb554', 'emb579', 'emb580', 'emb591', 'emb592', 'emb601', 'emb631', 'emb633', 'emb638', 'emb643', 'emb652', 'emb662', 'emb666', 'emb669', 'emb670', 'emb689', 'emb698', 'emb708', 'emb711', 'emb712', 'emb723', 'emb733', 'emb745', 'emb752', 'emb753', 'emb766', 'emb770', 'emb776', 'emb781', 'emb799', 'emb800', 'emb809', 'emb811', 'emb818', 'emb821', 'emb828', 'emb831', 'emb849', 'emb865', 'emb866', 'emb867', 'emb884', 'emb886', 'emb899', 'emb906', 'emb916', 'emb921', 'emb927', 'emb929', 'emb949', 'emb970', 'emb974', 'emb975', 'emb976', 'emb981', 'emb982', 'emb989', 'emb990', 'emb1012', 'emb1015', 'emb1020', 'emb1025', 'emb1032', 'emb1044', 'emb1058', 'emb1069', 'emb1080', 'emb1099', 'emb1100', 'emb1136', 'emb1144', 'emb1153', 'emb1170', 'emb1172', 'emb1196', 'emb1199', 'emb1203', 'emb1205', 'emb1209', 'emb1220', 'emb1225', 'emb1233', 'emb1255', 'emb1261', 'emb1264', 'emb1266', 'emb1303', 'emb1304', 'emb1305', 'emb1343', 'emb1344', 'emb1354', 'emb1361', 'emb1372', 'emb1380', 'emb1381', 'emb1408', 'emb1420', 'emb1427', 'emb1430', 'emb1436', 'emb1447', 'emb1462', 'emb1474', 'emb1475', 'emb1480', 'emb1481', 'emb1490', 'emb1501', 'emb1516', 'emb1520', 'emb1521', 'emb1524', 'emb1534', 'emb1535', 'emb1538', 'emb1541', 'emb1544', 'emb1552', 'emb1555', 'emb1559', 'emb1565', 'emb1575', 'emb1581', 'emb1602', 'emb1607', 'emb1629', 'emb1637', 'emb1646', 'emb1666', 'emb1670', 'emb1706', 'emb1721', 'emb1723', 'emb1732', 'emb1738', 'emb1741', 'emb1743', 'emb1749', 'emb1754', 'emb1763', 'emb1771', 'emb1775', 'emb1779', 'emb1782', 'emb1820', 'emb1829', 'emb1849', 'emb1856', 'emb1868', 'emb1869', 'emb1870', 'emb1889', 'emb1892', 'emb1900', 'emb1919', 'emb1920', 'emb1922', 'emb1926', 'emb1929', 'emb1939', 'emb1952', 'emb1959', 'emb1983', 'emb1984', 'emb1989', 'emb1990', 'emb1992', 'emb2012', 'emb2014', 'emb2039', 'emb2047', 'emb2055', 'emb2060', 'emb2074', 'emb2085', 'emb2090', 'emb2094', 'emb2097', 'emb2103', 'emb2105', 'emb2114', 'emb2117', 'emb2120', 'emb2127', 'emb2132', 'emb2147', 'emb2153', 'emb2160', 'emb2167', 'emb2174', 'emb2175', 'emb2185', 'emb2188', 'emb2202', 'emb2212', 'emb2221', 'emb2239', 'emb2256', 'emb2259', 'emb2280', 'emb2309', 'emb2315', 'emb2322', 'emb2325', 'emb2331', 'emb2343', 'emb2350', 'emb2351', 'emb2355', 'emb2359', 'emb2363', 'emb2376', 'emb2377', 'emb2383', 'emb2398', 'emb2401', 'emb2407', 'emb2420', 'emb2444', 'emb2448', 'emb2459', 'emb2474', 'emb2481', 'emb2487', 'emb2491', 'emb2498', 'emb2500', 'emb2503', 'emb2507', 'emb2534', 'emb2540', 'emb2542', 'emb2549', 'emb2550', 'emb2554', 'emb2557', 'emb2560', 'emb2562', 'emb2569', 'emb2570', 'emb2578', 'emb2579', 'emb2585', 'emb2595', 'emb2603', 'emb2614', 'emb2615', 'emb2621', 'emb2624', 'emb2631', 'emb2636', 'emb2638', 'emb2706', 'emb2719', 'emb2728', 'emb2730', 'emb2747', 'emb2760', 'emb2773', 'emb2774', 'emb2783', 'emb2786', 'emb2799', 'emb2803', 'emb2804', 'emb2805', 'emb2816', 'emb2821', 'emb2822', 'emb2833', 'emb2834', 'emb2838', 'emb2839', 'emb2841', 'emb2846', 'emb2847', 'emb2848', 'emb2856', 'emb2859', 'emb2861', 'emb2866', 'emb2876', 'emb2877', 'emb2879', 'emb2880', 'emb2881', 'emb2890', 'emb2891', 'emb2892', 'emb2917', 'emb2922', 'emb2923', 'emb2925', 'emb2932', 'emb2936', 'emb2939', 'emb2959', 'emb2960', 'emb2968', 'emb2969', 'emb2971', 'emb2981', 'emb2985', 'emb2988', 'emb2994', 'emb3010', 'emb3013', 'emb3050', 'emb3051', 'emb3053', 'emb3057', 'emb3063', 'emb3065', 'emb3072', 'emb3077', 'emb3083', 'emb3107', 'emb3121', 'emb3139', 'emb3147', 'emb3173', 'emb3181', 'emb3193', 'emb3197', 'emb3221', 'emb3248', 'emb3250', 'emb3253', 'emb3258', 'emb3277', 'emb3281', 'emb3293', 'emb3304', 'emb3307', 'emb3308', 'emb3313', 'emb3326', 'emb3338', 'emb3344', 'emb3346', 'emb3362', 'emb3367', 'emb3382', 'emb3385', 'emb3399', 'emb3403', 'emb3406', 'emb3407', 'emb3438', 'emb3452', 'emb3454', 'emb3458', 'emb3466', 'emb3479', 'emb3481', 'emb3490', 'emb3500', 'emb3506', 'emb3519', 'emb3524', 'emb3543', 'emb3566', 'emb3567', 'emb3578', 'emb3580', 'emb3594', 'emb3607', 'emb3610', 'emb3611', 'emb3613', 'emb3614', 'emb3615', 'emb3619', 'emb3634', 'emb3635', 'emb3639', 'emb3644', 'emb3648', 'emb3666', 'emb3669', 'emb3673', 'emb3675', 'emb3689', 'emb3705', 'emb3706', 'emb3719', 'emb3734', 'emb3736', 'emb3745', 'emb3750', 'emb3751', 'emb3754', 'emb3765', 'emb3768', 'emb3803', 'emb3804', 'emb3809', 'emb3810', 'emb3831', 'emb3835', 'emb3848', 'emb3850', 'emb3875', 'emb3889', 'emb3895', 'emb3902', 'emb3903', 'emb3910', 'emb3931', 'emb3934', 'emb3936', 'emb3938', 'emb3939', 'emb3950', 'emb3955', 'emb3964', 'emb3968', 'emb3975', 'emb3984', 'emb3999', 'emb4004', 'emb4012', 'emb4015', 'emb4021', 'emb4025', 'emb4026', 'emb4034', 'emb4046', 'emb4056', 'emb4072', 'emb4084', 'emb4087', 'emb4090', 'emb4095']];68.44;66.23;68.44;37.21;62.47;33.6;66.63;64.48;66.63;30.79;42.49;29.85;61.48;59.32;61.48;33.37;42.4;31.14;500.0
