;F-stat;p_values
0;229.22149417644607;0.0
1;252.43627958302037;0.0
2;267.9336727032652;0.0
3;243.74904789814414;0.0
4;407.8163176814378;0.0
5;244.5094757371452;0.0
6;325.78943445167397;0.0
7;162.5911883705597;0.0
8;458.8416368448569;0.0
9;286.37701096463627;0.0
10;760.7561395292029;0.0
11;254.40553264161437;0.0
12;304.38874897758376;0.0
13;397.9385475114441;0.0
14;421.5367192335025;0.0
15;203.11751489143901;0.0
16;205.2512682252959;0.0
17;220.24554940487576;0.0
18;421.0887583604702;0.0
19;479.4060604482836;0.0
20;510.733179793579;0.0
21;468.045555459564;0.0
22;337.08591678326076;0.0
23;232.4231108498715;0.0
24;205.85734017981008;0.0
25;247.1158684184383;0.0
26;561.3843648792337;0.0
27;360.0518699932631;0.0
28;152.3530892933963;0.0
29;174.78687087288014;0.0
30;295.01723102897404;0.0
31;150.5010292087771;0.0
32;386.26018462347685;0.0
33;137.9085287059324;0.0
34;302.061344502622;0.0
35;167.5139506533804;0.0
36;443.03198746073883;0.0
37;401.24094639306924;0.0
38;404.9008511641628;0.0
39;580.0041293463024;0.0
40;594.8769184037058;0.0
41;140.63883587754367;0.0
42;190.6855965300704;0.0
43;301.3951121889515;0.0
44;205.6499962258892;0.0
45;129.69522172712075;0.0
46;199.8058625097588;0.0
47;258.0648906303563;0.0
48;201.8576188503927;0.0
49;181.15521599593527;0.0
50;363.4278900860107;0.0
51;160.50210429370023;0.0
52;237.7028472972373;0.0
53;344.2617692127052;0.0
54;283.0489271693461;0.0
55;555.7874948817695;0.0
56;493.62050733527195;0.0
57;111.3782658548455;0.0
58;315.2474310002138;0.0
59;146.11919895042413;0.0
60;162.62127461368175;0.0
61;250.2052249755513;0.0
62;304.90071748519756;0.0
63;139.67470228648543;0.0
64;454.29081198143325;0.0
65;215.29767881151062;0.0
66;524.4063070962179;0.0
67;49.4727458861966;0.0
68;279.6931374801361;0.0
69;130.17367327016586;0.0
70;157.3256027734551;0.0
71;232.34302475668292;0.0
72;231.4205406704255;0.0
73;337.65343389851137;0.0
74;229.06631787586446;0.0
75;295.4300839611317;0.0
76;315.52146833911087;0.0
77;199.8248860398814;0.0
78;324.0571727733806;0.0
79;240.9815349594241;0.0
80;156.18747340004902;0.0
81;451.2833804431818;0.0
82;160.34328722211848;0.0
83;480.2820004309505;0.0
84;433.0549069658928;0.0
85;123.69095633949081;0.0
86;222.7320762332104;0.0
87;352.7340690509379;0.0
88;372.34986862433317;0.0
89;275.56112559767234;0.0
90;437.9407190955062;0.0
91;933.8188566440616;0.0
92;341.9724574939813;0.0
93;244.66702273095177;0.0
94;224.44083389263415;0.0
95;222.04529095611116;0.0
96;520.5911381635759;0.0
97;316.1279248034358;0.0
98;302.0805802565392;0.0
99;228.71345603275907;0.0
100;510.25906925015664;0.0
101;276.3079313794268;0.0
102;92.20447018129747;0.0
103;319.9639370862983;0.0
104;443.58605602142734;0.0
105;329.6195866543223;0.0
106;172.80362146788858;0.0
107;623.5248254251959;0.0
108;259.1431913671394;0.0
109;239.86220975572022;0.0
110;143.91202635926948;0.0
111;329.35537249976204;0.0
112;147.72353904538724;0.0
113;461.75024274992074;0.0
114;203.5082213045803;0.0
115;392.8160435728243;0.0
116;382.8839810978227;0.0
117;201.51849091712867;0.0
118;335.5102461620088;0.0
119;186.82088229176017;0.0
120;222.97719061826768;0.0
121;374.47047108448595;0.0
122;35.99201342292868;9.865224960202047e-261
123;153.96467405343586;0.0
124;426.66670417191;0.0
125;191.34502390252638;0.0
126;119.63347185848387;0.0
127;340.2079761024045;0.0
128;437.16566865244283;0.0
129;450.3640935943478;0.0
130;131.95852624610538;0.0
131;161.97497459727626;0.0
132;367.0555135791258;0.0
133;695.1442739783613;0.0
134;242.00156874225237;0.0
135;498.71387107991393;0.0
136;646.1568622993823;0.0
137;350.9263195007412;0.0
138;125.11109308695758;0.0
139;355.57744767534047;0.0
140;94.3425834183629;0.0
141;483.6100063674582;0.0
142;300.39517199205847;0.0
